Name,Genre,Duration,Rating,Vote Count
The Eye of the Salamander,fantasy,81,7.9,20
Wedding Diaries,fantasy,121,9.0,2000
Dead Dead Demon's Dededede Destruction Zenpen,fantasy,120,7.0,136
Ooru Peru Bhairavakona,fantasy,133,5.7,1700
Samaya bolshaya luna,fantasy,105,2.4,128
Achilles Curse and the Curse of Treasure,fantasy,125,7.4,24
"Fallen Leaves, Broken Lighters",fantasy,96,7.8,6
Hakkenden,fantasy,149,5.8,71
Fushigi Dagashiya Zenitendo,fantasy,103,7.9,15
Ienai Himitsu,fantasy,115,6.9,59
Woof Woof Daddy,fantasy,105,6.5,39
Iron Nest of the Moon,fantasy,70,7.6,13
Tokusou Sentai Dekaranger 20th: Fireball Booster,fantasy,50,7.1,29
"The Girl, the Hunter & the Firefly",fantasy,98,7.3,19
Keo=peul-ji-ok,fantasy,94,5.3,6
10/31 Part 4,fantasy,87,5.6,17
Vincent,fantasy,92,8.5,33
Vasilisa i khraniteli vremeni,fantasy,98,3.1,66
Pushpaka Vimanam,fantasy,137,5.6,16
The Umbrella Fairy,fantasy,95,5.5,48
Princezna na hrásku,fantasy,80,5.6,63
Brush of the God,fantasy,74,6.5,13
The Journey of Flower,fantasy,97,3.9,25
Darker Than Night,fantasy,82,4.8,23
Ella,fantasy,91,9.3,63
Supersiostry,fantasy,90,3.9,134
Couple in the Woods,fantasy,65,5.8,30
Formula vody,fantasy,86,4.3,27
Witches of God,fantasy,73,7.6,16
Maya Puthagam,fantasy,122,5.4,424
Demon Host,fantasy,80,5.9,17
Apokrif,fantasy,64,8.6,18
Fenómenos naturales,fantasy,80,7.5,26
Bloodspawn,fantasy,76,5.7,9
Lilla spöket Laban spökar igen,fantasy,44,6.1,23
Domovoy,fantasy,102,4.3,289
Sith Wars: Episódio III - Fantasmas Dos Sith,fantasy,99,8.6,113
Xiao zi,fantasy,101,3.5,12
Tri bogatyrya. Ni dnya bez podviga,fantasy,61,5.7,62
Horse with No Name,fantasy,72,7.7,11
UnichtoZhanna,fantasy,98,3.4,48
Chyortov kamen,fantasy,105,6.4,9
The Old Man and the Demon Sword,fantasy,63,7.8,33
And Through the Portal We Go,fantasy,83,7.0,7
Code Duello: From the Tithebanner Saga,fantasy,61,8.9,338
Chhota Bheem and the Curse of Damyaan,fantasy,145,4.8,2300
Wanderer,fantasy,50,7.0,9
Apollon by Day Athena by Night,fantasy,112,6.9,11
Tara - The Lost Star,fantasy,90,9.9,10
Sahmeran Efsanesi-Tulhan,fantasy,0,5.9,32
Painted Skin,fantasy,80,6.8,52
Bob a Bobek ve filmu: Na stope Mrkvojeda,fantasy,80,8.7,18
IZLIYORLAR,fantasy,113,7.2,28
Dracu Ra,fantasy,106,5.5,34
Soul Traveler (The Feature),fantasy,96,4.2,21
Sharma & Ambani,fantasy,104,9.1,183
Velký Pán,fantasy,73,7.0,8
Gato Galactico e o Feitiço do Tempo,fantasy,85,7.7,68
Bremenskie muzykanty,fantasy,115,4.6,662
Let's Go! Anpanman: Baikinman and Lulun,fantasy,64,6.5,7
Black Dragon,fantasy,99,3.9,9
"Bryson, the Demon Slayer",fantasy,59,4.5,12
Krapiva: Tsvetok smerti,fantasy,81,6.0,48
Skazochnyy patrul. Shou prodolzhayetsya,fantasy,65,7.2,11
Nebesko,fantasy,73,5.2,10
The Legend of the Cat Demon,fantasy,85,4.8,12
Kyle and the Last Emerald,fantasy,20,5.6,17
Bicho Monstro,fantasy,75,8.0,5
Kyle and the Last Emerald 2,fantasy,15,8.4,7
I Am Moon,fantasy,127,8.0,9
LUDA,fantasy,86,7.2,6
Kan dao ling hun de na zhi yan shi gong,fantasy,124,3.3,12
Cageling,fantasy,69,5.9,8
Lucid Love,fantasy,71,8.6,29
The Blinkless,fantasy,59,7.8,12
