Name,Genre,Duration,Rating,Vote Count
Baby Assassins: Nice Days,Crime,103,7.3,271
Le Mohican,Crime,87,7.0,139
Bangkok Dog,Crime,85,6.3,97
Unspoken,Crime,120,8.2,47
Sorgavaasal,Crime,138,6.6,1300
The Actor,Crime,128,3.3,723
Tillu Square,Crime,137,6.6,3400
"MoviePass, MovieCrash",Crime,96,6.7,2800
Dirty Ice Cream,Crime,47,4.5,116
Zebra,Crime,164,8.0,3200
Jersey Bred,Crime,92,4.7,62
Untold: The Murder of Air McNair,Crime,57,5.6,2000
The Kingdom,Crime,133,7.9,85
Un homme en fuite,Crime,106,5.4,140
10 Days of a Curious Man,Crime,110,5.8,1200
Plastic Guns,Crime,95,6.3,590
Nahir,Crime,122,4.7,1100
Lady Scorpions,Crime,101,3.6,362
Ballistic,Crime,95,2.3,161
(Pri)sons,Crime,100,5.1,252
Nunakuzhi,Crime,125,6.8,2900
"Hemet, or the Landlady Don't Drink Tea",Crime,89,4.3,85
Nefarious,Crime,85,7.0,52
Killer Babes,Crime,94,3.5,282
Conquer: Lahad Datu,Crime,120,6.7,495
Siren,Crime,154,6.4,2900
ChiefsAholic: A Wolf in Chiefs Clothing,Crime,121,6.2,366
Krista,Crime,58,5.6,44
The Pee Pee Poo Poo Man,Crime,79,8.4,15
Sayara,Crime,98,5.7,267
Reloaded 2,Crime,45,8.0,1000
Abudeka Is Back,Crime,120,5.2,30
Havnaa,Crime,110,7.3,217
Kahar: Kapla High Council,Crime,102,7.0,442
Bangkok Breaking: Heaven and Hell,Crime,146,5.8,655
Estômago II: O Poderoso Chef,Crime,131,5.8,311
Castillo,Crime,128,8.1,33
Bozji gnjev,Crime,111,7.2,58
9 Windows,Crime,82,3.6,302
Silvio,Crime,114,3.0,494
Murder and Cocktails,Crime,88,4.0,357
The Waterboyz,Crime,89,7.9,83
Desperado,Crime,100,5.9,139
Andhagan,Crime,142,6.7,1200
No Cap,Crime,108,5.8,33
Shakhahaari,Crime,145,7.5,1300
Drive,Crime,90,5.7,312
The Mick and the Trick,Crime,96,5.0,75
Love You to Debt,Crime,135,6.2,748
Quotation Gang Part 1,Crime,118,8.8,20
Red,Crime,114,4.5,93
Plea,Crime,88,7.1,22
Sheriff,Crime,133,6.9,1100
Suspect,Crime,94,4.6,77
Kingdom Reign,Crime,119,8.8,33
Hovering Blade,Crime,107,6.1,232
"LSD 2: Love, Sex Aur Dhokha 2",Crime,119,3.8,2800
Loverboy: Emoties Uit,Crime,98,6.4,430
Troll Factory,Crime,109,5.8,461
Wieczór kawalerski,Crime,85,4.8,432
Miséria,Crime,99,5.3,100
Prepare to Die,Crime,93,4.6,228
Chris Brown: A History of Violence,Crime,82,5.4,306
The Infallibles,Crime,99,4.8,746
Priyo Maloti,Crime,119,6.8,150
Chameleon,Crime,133,6.0,30
The Texas Cheerleader Murder Plot,Crime,100,5.0,290
Bhaje Vaayu Vegam,Crime,136,6.1,544
Dandupalayam,Crime,137,5.9,1300
Samandar,Crime,172,7.6,136
Sentimentaaal,Crime,135,5.8,971
Ghost Killer,Crime,105,7.2,59
Vares X,Crime,85,3.7,111
Amish Affair,Crime,86,5.5,199
Silence 2: The Night Owl Bar Shootout,Crime,142,6.2,1900
Below the Rim,Crime,89,5.0,16
Filthy Animals,Crime,96,7.4,87
The Worst Man in London,Crime,127,5.7,146
Saindhav,Crime,138,5.1,1600
Passages of Nexus,Crime,108,6.3,185
Hunt the Wicked,Crime,102,5.3,106
Sattam En Kaiyil,Crime,124,8.0,2200
Vina: Before 7 Days,Crime,100,5.4,571
Where Is Gilgamesh?,Crime,90,9.0,604
Matka,Crime,156,4.7,574
Vrutos,Crime,100,8.1,7
RapeD,Crime,105,7.0,28
Hustlers Take All,Crime,106,5.5,80
Remedy,Crime,82,4.1,260
Rautu Ka Raaz,Crime,114,6.3,1900
Shivam Bhaje,Crime,121,7.9,3000
Chor Dil,Crime,135,7.4,37
Bastar: The Naxal Story,Crime,124,6.4,3300
Swing Bout,Crime,90,8.7,173
"Pooja, Sir",Crime,115,6.4,722
Citizen of a Kind,Crime,114,6.7,775
Texas Twister,Crime,88,2.5,156
Kiyma: Orman Kanunlari,Crime,81,4.3,34
The Final: Attack on Wembley,Crime,82,6.3,2400
Kaulayaw,Crime,95,4.5,134
Green Bones,Crime,96,7.7,179
Sons of Rizk 3,Crime,125,6.7,1600
Tòkunbò,Crime,113,3.9,290
Remember Us,Crime,96,6.2,38
Silver Star,Crime,102,6.9,15
Case of Kondana,Crime,143,5.8,570
The Shadow,Crime,90,6.5,243
Bars,Crime,135,5.8,23
The Desperate Chase,Crime,110,5.5,51
Wannabe,Crime,102,4.6,125
The Plot,Crime,100,4.8,362
Bodiless,Crime,90,5.7,984
Breaking the Silence: The Maria Soledad Case,Crime,95,6.4,510
Dead Man,Crime,109,5.1,204
Mathu Vadalara 2,Crime,139,7.0,1600
The Unwavering Brotherhood,Crime,94,5.3,75
Kiss of the Con Queen,Crime,117,8.0,25
Poslednji strelac,Crime,90,5.5,249
Dream Team,Crime,91,5.2,59
The Star City Murders,Crime,79,4.1,141
The Moon Thieves,Crime,108,6.2,223
Hit List,Crime,125,5.5,309
Reputation,Crime,83,9.2,6
Dirty Money,Crime,100,5.7,108
S.I.T,Crime,110,7.9,2300
They Turned Us Into Killers,Crime,86,2.8,249
Satyabhama,Crime,132,5.9,1500
Døde menn går på ski,Crime,89,5.5,188
The Murder of Sandra Rivett,Crime,90,6.3,141
Go for Broke,Crime,115,5.7,267
Rob N Roll,Crime,98,6.1,1500
State of Silence,Crime,80,6.5,108
Young Lion of the West,Crime,93,8.1,106
Gold Boy,Crime,129,6.5,125
Cry of Silence,Crime,116,6.4,66
Svemu dodje kraj,Crime,89,6.7,252
Kondal,Crime,147,5.4,762
Searching for Amani,Crime,80,8.1,24
The Shakedown,Crime,104,5.0,304
Suspicion,Crime,115,3.6,203
The Epidemic,Crime,95,5.8,69
Modal Nekad,Crime,107,7.7,85
Vivekam,Crime,104,8.2,308
Haunting Trophies,Crime,150,7.7,65
The Experts,Crime,121,6.2,258
Cursed in Baja,Crime,80,8.2,19
PT Sir,Crime,130,6.8,1700
Thirumbipaar,Crime,101,5.9,239
The Donor,Crime,23,9.0,9
Danger in the Dorm,Crime,86,5.1,149
Formed Police Unit,Crime,120,4.6,472
Nico,Crime,109,8.3,43
Octopus with Broken Arms,Crime,109,6.2,151
Io e te dobbiamo parlare,Crime,95,4.2,137
Best Man Dead Man,Crime,83,7.8,7
Tiger Wolf Rabbit,Crime,126,6.2,462
Common Sense,Crime,68,2.5,19
Martingale,Crime,103,5.4,105
Yalakunni,Crime,135,8.9,166
Vojna policajtov,Crime,150,6.5,336
Nastupit leto,Crime,94,7.8,18
Una ballena,Crime,108,6.0,48
Pathological: The Lies of Joran van der Sloot,Crime,93,6.5,343
La mort viendra,Crime,101,5.9,40
Piano Love,Crime,96,5.2,13
Killerwood,Crime,84,6.8,21
Chithini,Crime,151,6.0,551
Diari de la meva sextorsió,Crime,64,6.5,48
Bury Him,Crime,88,7.3,12
Routa,Crime,127,6.5,30
Kaliyugam Pattanamlo,Crime,150,6.7,2200
Gam Gam Ganesha,Crime,140,5.3,308
Holiday Hold-Up,Crime,89,5.6,64
Brattt,Crime,117,4.7,66
Nasha Jurm Aur Gangsters,Crime,137,7.0,2400
What Happens in Miami,Crime,90,4.3,218
Shu Si Yi Bo,Crime,91,6.6,32
Bheema,Crime,148,5.8,947
Hain,Crime,95,2.9,45
Protein,Crime,100,6.6,59
GATAO: Like Father Like Son,Crime,100,6.8,65
CHAAW: Chapter 3 - Christmas Time Is Here,Crime,72,7.9,474
Thankamani,Crime,156,4.6,229
Tschugger - Der Lätscht Fall,Crime,147,8.1,162
RTI,Crime,130,5.9,26
Harom Hara,Crime,154,7.7,3000
Gangs of Godavari,Crime,165,5.0,899
Nirangal Moondru,Crime,122,6.1,525
Pepe,Crime,126,4.9,488
Yevam,Crime,123,6.1,1500
Blue Christmas,Crime,79,5.8,20
Scopophobia,Crime,100,6.0,43
Gumasthan,Crime,145,5.8,497
Passagrana,Crime,100,6.5,124
Secret Home,Crime,117,8.3,148
Welcome to the Game,Crime,90,5.8,61
Pattaya Heat,Crime,117,5.6,220
Uninvited,Crime,93,6.7,70
The Heist,Crime,120,6.9,2000
Nietzsche's Umbrella,Crime,86,8.7,21
Unknown Caller,Crime,63,7.2,27
Money No Enough 3,Crime,138,6.0,261
Oru Nodi,Crime,128,6.7,502
Chacaleria,Crime,116,8.1,417
Rebel,Crime,100,3.2,64
The Good Loan Sharks,Crime,122,5.0,75
Anyone Else But Me,Crime,95,7.0,153
Blackia 2,Crime,132,5.9,125
Kunstroof,Crime,102,7.0,43
Midas,Crime,85,4.6,333
The Legend of the Vagabond Queen of Lagos,Crime,100,8.0,26
Murder in a Teacup,Crime,93,6.3,147
Vergüenza,Crime,103,7.0,19
One Last Time,Crime,82,7.0,15
Beneath the Fold,Crime,80,8.0,23
Porch Pirates,Crime,107,5.0,100
Second Life,Crime,105,6.9,43
Kokuhaku Confession,Crime,74,5.6,145
Taxali Gate,Crime,95,6.6,118
Historias invisibles,Crime,110,6.4,27
Scapegoat,Crime,85,7.0,22
Die Bloedhonde,Crime,97,6.3,10
Kurukku,Crime,109,6.6,529
Jog 101,Crime,107,6.5,496
Con Queens,Crime,80,5.8,18
Muroi Shinji: Yaburezaru Mono,Crime,115,7.7,7
Landkrimi: Steirergift,Crime,90,6.4,63
Prasanna Vadanam,Crime,146,6.6,532
The Bodyguard,Crime,87,6.6,27
Kala Ratri,Crime,122,6.8,15
Housekeeping,Crime,98,6.0,41
Lipstick on the Glass,Crime,116,4.6,12
Above the Trees,Crime,125,8.2,11
Marine Drive,Crime,105,9.5,49
Illusions for Sale: The Rise and Fall of Generation Zoe,Crime,107,6.2,636
Bigul,Crime,144,9.3,46
Accident or Conspiracy: Godhra,Crime,133,7.4,777
Telekinesis,Crime,106,5.9,60
Charlotte Link - Ohne Schuld,Crime,89,5.5,41
Liebling Kreuzberg 2.0,Crime,89,5.1,50
Game Over,Crime,74,5.7,20
Three Old Boys,Crime,108,4.8,97
Aaro,Crime,120,4.5,13
Little Jaffna,Crime,100,7.0,38
Dickweed,Crime,90,7.1,35
Meitantei Conan Bâsasu Kaitô Kiddo,Crime,81,6.2,152
Dengeler,Crime,123,5.7,81
Cafe 404,Crime,93,7.1,31
Dark Deceptions,Crime,82,6.2,36
Road to Terzetto,Crime,96,7.3,27
"Fallen Leaves, Broken Lighters",Crime,96,7.8,6
The Bottom Line,Crime,107,7.0,10
Blood and Black,Crime,88,8.2,1100
7vens Law,Crime,68,9.4,20
Maloney - Die ersten drei haarsträubenden Fälle,Crime,98,6.7,76
Whatever It Takes,Crime,93,8.3,14
Valleyheart,Crime,98,8.8,37
Blood Dried Hands,Crime,115,5.2,33
Vallavan Vaguthadhada,Crime,104,6.5,56
Los Justos,Crime,79,6.4,72
Gossip to Die For,Crime,94,5.3,81
Raja Rani,Crime,134,9.3,100
G - 21 scener från Gottsunda,Crime,80,7.0,180
Chitram Choodara,Crime,127,4.5,14
Gull Lake Vice II: The Delusion Continues,Crime,58,8.2,16
Rhino Man,Crime,96,8.8,41
Dark World,Crime,135,4.5,14
Walk the Line,Crime,115,5.5,92
Supplier Shankara,Crime,163,9.3,70
Don't Love,Crime,177,7.9,1500
Villain - Life of a Gangster,Crime,141,8.9,156
Myall Creek Day of Justice,Crime,78,6.4,17
The Victims,Crime,99,5.9,81
Shadows of Betrayal: Chronicles of Ian Blair,Crime,65,7.3,12
Untouchable,Crime,112,4.6,86
Thozhar Che Guevara,Crime,120,5.1,37
Common Creed: Trafficking,Crime,106,6.7,8
Break War,Crime,86,2.4,14
Dream Lock,Crime,100,8.6,21
Nelma Kodama: The Queen of Dirty Money,Crime,94,5.5,184
The Stix,Crime,123,7.1,31
"Bullets, Brothers and Blood",Crime,85,7.8,13
Maven,Crime,135,9.5,37
Muzhskoe slovo,Crime,94,6.4,459
Insurance Jimmy,Crime,110,6.9,146
DNA,Crime,156,5.2,209
Koresha,Crime,86,2.9,62
Hocus Focus,Crime,85,7.9,19
Pungut,Crime,100,6.7,11
Lorry Chapter-1,Crime,183,5.7,2400
Real Estate Sisters,Crime,84,4.8,17
Salvajes,Crime,90,5.7,57
Theppa Samudram,Crime,133,7.4,1600
Gde nashi dengi?,Crime,76,9.5,6
Lesní vrah,Crime,78,4.2,78
Mirza: Part 1 - Joker,Crime,165,6.8,236
My Home Hero the Movie,Crime,117,6.4,5
Tiempo de Pagar,Crime,63,7.5,47
Opportunity,Crime,96,9.1,89
The London Underground Killer,Crime,91,4.7,91
Lipstick,Crime,145,6.3,27
Rancor,Crime,83,7.2,33
Niyathi,Crime,113,6.8,174
La Tamalera,Crime,115,8.2,9
Who Do You Trust?,Crime,96,3.8,39
Siragan,Crime,130,7.0,152
Dead Name,Crime,84,9.0,11
Paarijathaparvam,Crime,133,7.5,2300
Laandhar,Crime,117,4.1,96
Raktaksha,Crime,118,8.4,1400
Abnormal: Buas,Crime,90,5.6,26
Aranam,Crime,127,7.5,406
Crime Reel,Crime,111,7.5,141
Ugravatara,Crime,122,7.9,551
4N6,Crime,117,9.7,61
Yathabhava,Crime,127,8.3,28
The Burned Hand,Crime,85,8.0,12
Bayamariya Brammai,Crime,88,8.8,25
Jalandhara,Crime,110,9.2,545
Jimmy's Friends,Crime,94,7.0,10
Atlanta 10.02,Crime,45,5.5,14
A Frozen Rage,Crime,115,5.2,45
Angry Squad: Civil Servants & Seven Swindlers,Crime,120,6.4,8
Jama,Crime,71,6.3,16
The Deal,Crime,130,8.8,25
What Lies Within,Crime,90,5.3,13
ONENESS,Crime,115,9.2,16
Thirsty for Likes,Crime,46,4.0,37
The Real Story of January 6: Part 2 - The Long Road Home,Crime,90,6.2,28
Shina,Crime,98,7.5,7
Pink Butterfly,Crime,109,5.8,54
Kaçkin,Crime,104,8.0,7
Who Killed Angel Adams?,Crime,76,6.2,22
5D,Crime,129,8.8,577
Shades of Sapphire,Crime,77,7.8,9
Kenda,Crime,135,8.9,20
Novyy god v Beryozovke,Crime,94,7.1,97
Dai jia fa de ren,Crime,121,5.5,55
The Kills,Crime,70,8.8,8
Oppa,Crime,84,8.5,46
Abduction Chronicles,Crime,126,8.6,35
SMB-plush presents trick or death,Crime,120,8.8,15
The Dealer,Crime,120,8.2,11
El Junior Del Patron,Crime,92,8.2,5
Agontuk,Crime,125,5.5,19
Give Me a Ride,Crime,102,5.0,16
The AI Dharma Story,Crime,89,3.2,1100
Dheera Samrat,Crime,123,9.8,99
Beauty Grace Malice,Crime,81,7.7,43
AK47,Crime,146,7.2,13
A Place Under the Sun,Crime,110,9.2,34
Rangeli,Crime,140,9.4,93
Ingu Mirugangal Vaazhum Idam,Crime,108,6.2,14
Sharma & Ambani,Crime,104,9.1,183
Pinnil Oral,Crime,127,6.0,113
Mukhya Gamanika,Crime,125,8.7,2100
Jaspal,Crime,106,7.3,27
All Suspects,Crime,96,3.6,18
Sangharshana,Crime,102,8.2,1600
Grey Games,Crime,121,7.5,1100
Guxim,Crime,75,7.7,34
The Housewife and the Hustler 2: The Reckoning,Crime,94,6.5,44
Mudo Kannu,Crime,100,7.2,2100
Malam Pertobatan,Crime,81,6.4,9
Spending Some Time Together,Crime,146,6.9,28
Bond of Justice: Kizuna Part I - Encounter,Crime,92,6.1,17
Slapes,Crime,82,6.8,31
Downfall of the Crypto King (theatrical feature),Crime,90,6.0,26
Der Wien-Krimi: Blind ermittelt - Tod im Palais,Crime,88,6.7,29
Lealtad o Morir,Crime,87,8.2,9
Blitz,Crime,6,7.2,8
Vengeful,Crime,100,6.1,18
Dawgz Life,Crime,143,7.8,10
Conviction,Crime,97,7.0,34
Killcon,Crime,31,9.5,14
Namak,Crime,75,4.5,13
Uno Sir,Crime,106,6.4,42
Leha,Crime,98,2.3,42
Mun Kaupunki,Crime,105,6.6,22
Yaa Devi Sarva Bhuteshu,Crime,119,8.7,8
Randa Ramphal,Crime,70,8.5,8
Gally Gang Stars,Crime,157,9.0,2000
Duelo De Capos,Crime,83,8.2,11
Runnin' from Wolves,Crime,133,7.2,10
Los Hijos De Camelia y Emilio,Crime,82,8.0,11
Full Clip for a Snitch,Crime,75,3.9,18
Yurka,Crime,85,4.1,27
No Loose Ends,Crime,68,6.7,9
Water Mafia,Crime,45,9.2,11
Po du xing dong,Crime,79,6.8,5
A Valentine's Day,Crime,126,8.4,9
Detroit Ransom,Crime,76,6.4,10
Ata Nirjon Duporiya,Crime,103,8.0,10
So It Goes,Crime,77,3.3,19
Netru Indha Neram,Crime,140,5.7,136
El Juego Del Poder,Crime,95,8.0,9
Mina and the Radio Bandits,Crime,110,7.3,44
Little Black Submarines,Crime,123,6.9,57
El Cartel De Teresa,Crime,96,8.0,9
Las Hermanas Del Cartel,Crime,91,8.2,5
Nacida Para Vengar,Crime,102,8.0,9
Beautifully Broken People,Crime,75,8.7,8
Cageling,Crime,69,5.9,8
"Milk, Rice, and the Blood",Crime,45,9.3,36
