Movie Name,Rating,Votes,Duration,Genre
Yaren Leylek,6.2,23,95,Family
Chicken Coop,5.7,85,98,Family
Super papa,5.2,109,90,Family
Gina,7.7,21,100,Family
Feather Christmas,5.2,120,94,Family
Mr. Santa: A Christmas Extravaganza,8.5,16,98,Family
Sunny,7.6,21,122,Family
DeAr,5.1,1300,132,Family
"Die Heinzels: Neue Mützen, Neue Mission",6.4,61,76,Family
Vaar Tahevaar,8.0,278,127,Family
Masha i Medved v kino: Park chudes,7.0,16,58,Family
Our Christmas House,5.4,44,77,Family
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14,90,Family
"7 dney, 7 nochey",6.3,402,98,Family
Tri kota. Zimnie kanikuly,6.3,26,65,Family
Our Church Thinks We're Dating,7.5,59,102,Family
Chithini,6.0,551,151,Family
Manyunya. Priklyucheniya v derevne,5.8,113,84,Family
A Christmas Miracle,6.0,65,88,Family
Zak & Wowo: The Legend of Lendarys,5.7,84,85,Family
Askepote,3.4,78,72,Family
Kardes Takimi,3.5,534,95,Family
Wedding Diaries,9.0,2000,121,Family
Mees Kees op eigen benen,6.1,31,82,Family
The Adventures of Jurassic Pet: Return to the Wild,5.4,49,90,Family
Woof Woof Daddy,6.5,39,105,Family
Planet 7693,7.6,66,110,Family
Porch Pirates,5.0,99,107,Family
Oyunda Kal: Eglence Arenasi,2.7,35,92,Family
Grüsse vom Mars,6.5,18,85,Family
The Hedgehog,6.7,664,104,Family
Ducobu passe au vert!,4.0,122,90,Family
Krispy Rishtey,6.6,69,133,Family
"Akiko, der fliegende Affe",8.4,10,70,Family
Dikkie Dik en de Verdwenen Knuffel,7.2,125,62,Family
The Secret of Pin-Up Island,7.4,92,107,Family
Double Engine,5.6,113,106,Family
Gowri,7.4,4100,130,Family
Padmavyuham Lo Chakradhari,7.4,1700,110,Family
Thookudurai,4.3,2300,125,Family
Håkan Bråkan 2,5.4,126,92,Family
Amaltash,8.1,144,113,Family
Uma & Haggen: Mitos,7.4,44,94,Family
Die Chaosschwestern und Pinguin Paul,5.6,64,100,Family
Tartinijev kljuc,7.8,21,115,Family
CBeebies Panto: Beauty and the Beast,7.8,16,73,Family
Inanimate Insanity II: The Movie,8.9,224,106,Family
Double Tuckerr,5.0,1200,120,Family
Mountain Boy,8.2,17,93,Family
My Dear Donga,5.7,159,132,Family
"Robotia, the Movie",8.6,16,86,Family
Ne odna doma,4.1,78,79,Family
The Netflix Slam,7.1,141,150,Game-Show
Every Christopher Nolan Movie Ranked,8.7,18,59,News
The Turning Point: XCLD: The Story of Cancel Culture,5.3,33,44,News
The Truth: The Journey Within,7.2,8,91,News
National Theatre Live: Dear England,8.1,134,191,Talk-Show
Anthony Rodia Totally Relatable,8.0,20,77,Talk-Show
William Tell,5.7,1400,133,War
The Ministry of Ungentlemanly Warfare,6.8,131000,122,War
The Six Triple Eight,6.7,25000,127,War
My Dead Friend Zoe,7.3,1000,103,War
Nr. 24,7.5,14000,111,War
Blitz,6.2,15000,120,War
Dirty Angels,4.3,3100,104,War
Chhava,8.6,2200,51,War
Amaran,8.2,18000,167,War
Uprising,6.6,5300,126,War
Escape from Germany,5.4,885,97,War
Laws of Man,4.1,319,98,War
Goebbels and the Führer,6.7,1900,135,War
Murder Company,3.6,1500,86,War
Decoded,5.8,406,156,War
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.2,642,174,War
Invasion,4.8,662,91,War
Before Dawn,5.4,922,101,War
Without Blood,7.5,88,91,War
Quisling: The Final Days,7.1,1000,146,War
"Love, Courage and the Battle of Bushy Run",5.0,168,113,War
The Last Front,5.5,596,98,War
Chandu Champion,7.8,34000,142,War
Bau: Artist at War,7.0,51,130,War
The Witch: Revenge,5.3,768,100,War
"Canadian, Sniper",3.5,346,83,War
WWII: Operation Phoenix,6.7,61,106,War
Never Alone,7.2,399,85,War
The Volunteers: The Battle of Life and Death,6.2,212,144,War
Battlefield,6.2,626,104,War
The Shamrock Spitfire,5.1,469,108,War
Ka Whawhai Tonu,7.4,169,115,War
The Friendly,8.1,15,101,War
Atatürk II: 1881-1919,8.9,1900,141,War
The Yin Yang Master Zero,5.7,254,112,War
White Courage,6.4,604,115,War
Orang Ikan,6.5,31,83,War
Kang Mak,6.4,748,122,War
Klitschko: More Than a Fight,6.3,485,96,War
Aserb: The Squadron,5.2,295,120,War
Ludzie,6.9,40,117,War
Fortunes of War,3.5,172,85,War
Conquer: Lahad Datu,6.7,493,120,War
24 Hours to D-Day,5.0,29,83,War
The Epidemic,5.8,68,95,War
The Liberation Men,6.5,76,90,War
Red Poppies,4.7,293,122,War
Air War,6.5,111,106,War
Haywire: Gunslingers,2.2,25,85,War
War Blade,3.9,251,94,War
Burning Stars,6.5,42,84,War
Bardejov,4.8,174,85,War
"Dao, Pho Va Piano",5.9,186,100,War
The Dugout,5.5,746,114,War
We Were Recruits,7.0,228,92,War
Russians at War,1.8,1000,129,War
Hitler,5.2,301,128,War
"America, Invaded",7.2,19,82,War
The Mousetrap,6.6,12,87,War
Bozji gnjev,7.3,57,111,War
Operation Star,7.6,23,102,War
October 7 - Al Jazeera Investigations,6.5,40,60,War
Pidyomna syla,8.9,63,87,War
Blood Vendetta,7.7,234,90,War
Eddy's oorlog,7.7,46,101,War
Village of Death: Oradour-sur-Glane 1944,7.8,14,58,War
Pozyvnoy «Passazhir»,4.8,217,101,War
Vremya vernutsya,8.0,10,100,War
Kara Kyz,4.8,18,111,War
Churchill's Forgotten War,7.4,9,47,War
Korni,8.2,14,137,War
Los indomables,6.5,9,106,War
On Moral Grounds,8.4,7,74,War
Sem chyornykh bumag,6.6,55,96,War
Krasnye lenty,5.2,17,62,War
"Por ti, Portugal, eu juro!",7.6,5,98,War
Dosije Kosovo - Pogrom,7.6,5,109,War
Krigsvarsleren,7.2,6,55,War
Horizon: An American Saga - Chapter 1,6.7,39000,181,Western
Horizon: An American Saga - Chapter 2,7.1,1200,190,Western
Rust,5.9,161,133,Western
The Thicket,5.8,2900,108,Western
The Unholy Trinity,7.9,48,93,Western
Calamity Jane,4.4,781,95,Western
Pedro Páramo,6.3,2800,130,Western
Golden Kamuy,6.3,2500,127,Western
Buffalo Kids,6.6,621,93,Western
Over the Red River,3.6,73,83,Western
Unnatural,5.1,85,104,Western
The Ballad of Davy Crockett,4.6,242,96,Western
Outlaw Posse,4.3,511,108,Western
Seven Cemeteries,4.4,486,84,Western
Eye for an Eye 2,6.5,474,90,Western
Paradise,6.9,77,83,Western
The Night They Came Home,3.5,423,105,Western
Fyre Rises,6.5,321,110,Western
They Call Her Death,6.2,22,92,Western
Same Old West,8.5,28,98,Western
Taken from Rio Bravo,3.0,307,80,Western
Hinter dem Eisernen Horizont,7.6,12,88,Western
The Ecstasy of Gold: The Treasure of Jesse James,6.8,11,90,Western
Ghosts of Red Ridge,3.3,144,81,Western
Malaikottai Vaaliban,6.0,4100,156,Western
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.0,7,74,Western
Lady Outlaw,6.8,16,104,Western
Searching for the Elephant,5.8,32,116,Western
Oro Amargo,7.8,25,83,Western
Coyote Woman,2.2,73,110,Western
Escanyapobres,7.2,35,102,Western
In Search of Bass Reeves,6.1,57,105,Western
Once Upon a Time in Amityville,3.5,46,73,Western
Joe Crist,6.9,34,53,Western
Death After Dusk,5.7,88,140,Western
Bo Nan Za,9.1,27,61,Western
El Vaquero,8.4,8,93,Western
Zoloto Umalty,5.0,100,109,Western
Adiós al amigo,7.3,7,118,Western
Myall Creek Day of Justice,6.4,17,78,Western
Jama,6.3,14,71,Western
Last Flamingo of the Red Summer Sunset,8.8,13,80,Western
The Wolf in the Chute,9.0,12,33,Western
Travesty,6.4,5,78,Western
